HH_ID,Region,HHsize,HHincome,Car_own,NofTrips,Walk_share,Auto_share,Transit_share,Taxi_share,Bike_share,Other_share
47124,B,2,2,1,8,0.50,0.50,0.00,0.00,0.00,0.00
47136,B,1,4,1,9,0.44,0.00,0.44,0.11,0.00,0.00
47142,C,1,2,1,4,0.00,1.00,0.00,0.00,0.00,0.00
47227,B,4,5,1,13,0.38,0.15,0.46,0.00,0.00,0.00
47245,B,2,4,1,8,0.75,0.00,0.25,0.00,0.00,0.00
47252,B,3,4,1,6,0.67,0.33,0.00,0.00,0.00,0.00
47260,B,3,5,1,14,0.57,0.14,0.29,0.00,0.00,0.00
47269,A,3,4,1,12,0.50,0.42,0.08,0.00,0.00,0.00
47341,A,3,5,1,18,0.44,0.11,0.44,0.00,0.00,0.00
47349,B,3,5,1,13,0.69,0.00,0.31,0.00,0.00,0.00
47364,B,3,4,1,22,0.64,0.00,0.36,0.00,0.00,0.00
47420,B,1,2,2,2,1.00,0.00,0.00,0.00,0.00,0.00
47424,B,3,3,1,4,0.50,0.50,0.00,0.00,0.00,0.00
47429,B,1,2,1,6,0.67,0.00,0.33,0.00,0.00,0.00
47432,A,1,3,1,2,0.00,1.00,0.00,0.00,0.00,0.00
47433,B,1,1,2,6,0.67,0.00,0.33,0.00,0.00,0.00
47435,B,3,5,1,11,0.55,0.18,0.27,0.00,0.00,0.00
47436,A,3,4,1,17,0.47,0.24,0.29,0.00,0.00,0.00
47437,B,4,5,1,20,0.50,0.00,0.50,0.00,0.00,0.00
47441,B,1,2,2,2,1.00,0.00,0.00,0.00,0.00,0.00
47442,A,1,2,2,8,0.50,0.13,0.38,0.00,0.00,0.00
47443,A,1,2,1,2,0.00,1.00,0.00,0.00,0.00,0.00
47444,B,2,3,2,13,0.69,0.00,0.31,0.00,0.00,0.00
47445,A,2,3,1,4,0.00,1.00,0.00,0.00,0.00,0.00
47446,B,3,3,2,21,0.62,0.00,0.33,0.05,0.00,0.00
47447,B,3,4,1,17,0.65,0.00,0.35,0.00,0.00,0.00
47448,B,3,3,1,21,0.48,0.14,0.33,0.05,0.00,0.00
47449,B,3,3,2,18,0.67,0.00,0.33,0.00,0.00,0.00
47451,B,4,3,2,10,0.80,0.00,0.20,0.00,0.00,0.00
47452,B,3,4,1,16,0.56,0.19,0.25,0.00,0.00,0.00
47627,B,4,3,2,6,0.67,0.00,0.33,0.00,0.00,0.00
47710,A,3,4,1,4,0.00,1.00,0.00,0.00,0.00,0.00
47731,B,1,2,2,6,0.67,0.00,0.33,0.00,0.00,0.00
47773,B,3,5,2,12,0.67,0.00,0.33,0.00,0.00,0.00
47870,B,2,3,1,4,0.50,0.50,0.00,0.00,0.00,0.00
47926,B,4,4,1,10,0.60,0.00,0.40,0.00,0.00,0.00
47943,B,1,2,2,6,0.67,0.00,0.33,0.00,0.00,0.00
47972,A,1,2,1,2,0.00,1.00,0.00,0.00,0.00,0.00
48035,B,4,4,1,12,0.42,0.17,0.42,0.00,0.00,0.00
48080,B,4,4,1,14,0.50,0.00,0.50,0.00,0.00,0.00
48122,B,4,3,1,4,0.50,0.50,0.00,0.00,0.00,0.00
48214,A,1,3,1,2,0.00,1.00,0.00,0.00,0.00,0.00
48278,B,2,3,2,2,1.00,0.00,0.00,0.00,0.00,0.00
48319,B,1,1,2,6,0.67,0.00,0.33,0.00,0.00,0.00
48372,B,3,4,1,22,0.64,0.00,0.36,0.00,0.00,0.00
48437,A,3,4,1,11,0.64,0.36,0.00,0.00,0.00,0.00
48508,B,3,4,1,16,0.63,0.00,0.38,0.00,0.00,0.00
48609,B,2,3,2,13,0.69,0.00,0.31,0.00,0.00,0.00
49451,B,2,2,2,8,0.75,0.00,0.25,0.00,0.00,0.00
50769,B,5,4,1,2,0.00,1.00,0.00,0.00,0.00,0.00
50908,B,3,4,1,12,0.83,0.00,0.17,0.00,0.00,0.00
50919,C,3,4,1,14,0.71,0.00,0.29,0.00,0.00,0.00
51012,C,2,3,2,2,1.00,0.00,0.00,0.00,0.00,0.00
51022,B,5,4,1,8,0.50,0.25,0.25,0.00,0.00,0.00
51162,A,3,5,1,10,0.40,0.40,0.20,0.00,0.00,0.00
51224,B,3,4,1,14,0.43,0.14,0.36,0.07,0.00,0.00
51310,C,2,3,1,2,1.00,0.00,0.00,0.00,0.00,0.00
51329,B,3,4,1,14,0.57,0.14,0.29,0.00,0.00,0.00
51433,C,4,5,1,16,0.88,0.00,0.13,0.00,0.00,0.00
51524,C,3,4,2,14,0.71,0.00,0.29,0.00,0.00,0.00
51577,C,2,3,2,2,1.00,0.00,0.00,0.00,0.00,0.00
51608,C,1,3,2,6,0.67,0.00,0.33,0.00,0.00,0.00
51650,B,1,2,1,2,0.00,1.00,0.00,0.00,0.00,0.00
51678,C,1,2,2,6,0.50,0.00,0.50,0.00,0.00,0.00
51698,C,4,4,1,2,0.00,1.00,0.00,0.00,0.00,0.00
51767,A,3,4,1,10,0.60,0.20,0.20,0.00,0.00,0.00
51777,A,2,4,1,2,0.00,1.00,0.00,0.00,0.00,0.00
51782,C,1,2,2,2,1.00,0.00,0.00,0.00,0.00,0.00
51797,B,3,4,1,8,0.50,0.25,0.25,0.00,0.00,0.00
51806,A,1,4,1,2,0.00,1.00,0.00,0.00,0.00,0.00
51812,A,1,4,1,2,0.00,1.00,0.00,0.00,0.00,0.00
51820,A,1,4,1,2,0.00,1.00,0.00,0.00,0.00,0.00
51826,A,2,3,1,2,1.00,0.00,0.00,0.00,0.00,0.00
51830,A,2,3,1,2,1.00,0.00,0.00,0.00,0.00,0.00
51842,B,3,4,1,4,0.50,0.50,0.00,0.00,0.00,0.00
52062,B,2,4,1,15,0.60,0.07,0.33,0.00,0.00,0.00
52074,A,2,3,2,11,0.64,0.00,0.36,0.00,0.00,0.00
52079,A,2,2,1,6,0.33,0.67,0.00,0.00,0.00,0.00
52086,A,1,3,2,6,0.67,0.00,0.33,0.00,0.00,0.00
52112,A,1,3,1,2,0.00,0.00,0.00,0.00,1.00,0.00
52139,B,4,4,1,10,0.40,0.30,0.30,0.00,0.00,0.00
52144,A,3,4,1,15,0.67,0.00,0.33,0.00,0.00,0.00
52149,B,3,5,1,13,0.54,0.15,0.31,0.00,0.00,0.00
52156,A,3,4,1,22,0.55,0.00,0.45,0.00,0.00,0.00
52160,A,2,2,2,8,0.75,0.00,0.25,0.00,0.00,0.00
52164,A,2,4,1,10,0.40,0.20,0.40,0.00,0.00,0.00
52168,B,2,2,1,4,0.50,0.50,0.00,0.00,0.00,0.00
52172,A,2,4,1,10,0.40,0.20,0.40,0.00,0.00,0.00
52175,A,1,2,2,10,0.60,0.00,0.40,0.00,0.00,0.00
52179,A,1,4,2,6,0.67,0.00,0.33,0.00,0.00,0.00
52181,A,3,3,2,5,1.00,0.00,0.00,0.00,0.00,0.00
52183,B,2,4,1,8,0.50,0.50,0.00,0.00,0.00,0.00
52186,B,1,3,2,4,1.00,0.00,0.00,0.00,0.00,0.00
52187,B,2,3,1,4,0.50,0.00,0.00,0.00,0.00,0.50
52190,B,1,2,2,4,1.00,0.00,0.00,0.00,0.00,0.00
52192,B,4,3,1,4,0.50,0.50,0.00,0.00,0.00,0.00
52196,A,2,4,1,4,0.00,1.00,0.00,0.00,0.00,0.00
52201,B,3,4,1,6,1.00,0.00,0.00,0.00,0.00,0.00
52202,B,3,3,1,6,1.00,0.00,0.00,0.00,0.00,0.00
52205,B,4,4,1,2,1.00,0.00,0.00,0.00,0.00,0.00
52207,B,2,4,1,5,1.00,0.00,0.00,0.00,0.00,0.00
52210,B,2,5,1,6,0.67,0.33,0.00,0.00,0.00,0.00
52214,B,2,4,2,18,0.67,0.00,0.33,0.00,0.00,0.00
52217,B,3,4,1,9,0.78,0.00,0.22,0.00,0.00,0.00
52222,B,3,4,1,13,0.54,0.31,0.15,0.00,0.00,0.00
52226,B,3,4,2,9,0.78,0.00,0.22,0.00,0.00,0.00
52227,B,2,3,1,9,1.00,0.00,0.00,0.00,0.00,0.00
52228,A,1,3,1,3,0.00,1.00,0.00,0.00,0.00,0.00
52229,B,5,4,1,10,0.50,0.50,0.00,0.00,0.00,0.00
52230,B,1,2,2,5,1.00,0.00,0.00,0.00,0.00,0.00
52232,B,1,2,2,6,0.67,0.00,0.33,0.00,0.00,0.00
52234,B,2,2,2,10,0.60,0.30,0.10,0.00,0.00,0.00
52237,A,2,2,2,10,0.60,0.10,0.30,0.00,0.00,0.00
52239,A,2,3,1,5,0.40,0.60,0.00,0.00,0.00,0.00
52240,B,1,1,2,2,0.00,0.00,0.00,0.00,1.00,0.00
52241,A,3,3,1,10,0.40,0.40,0.20,0.00,0.00,0.00
52243,A,3,3,1,9,0.33,0.44,0.22,0.00,0.00,0.00
52244,B,3,2,2,6,0.67,0.00,0.00,0.33,0.00,0.00
52246,A,4,3,1,15,0.53,0.20,0.20,0.07,0.00,0.00
52251,B,2,4,1,3,1.00,0.00,0.00,0.00,0.00,0.00
52252,B,2,3,1,4,1.00,0.00,0.00,0.00,0.00,0.00
52253,B,3,4,2,6,1.00,0.00,0.00,0.00,0.00,0.00
52254,B,3,3,1,9,0.78,0.00,0.22,0.00,0.00,0.00
52256,A,4,4,1,9,0.78,0.22,0.00,0.00,0.00,0.00
52259,B,2,4,1,4,0.50,0.50,0.00,0.00,0.00,0.00
52263,A,4,4,1,8,0.38,0.63,0.00,0.00,0.00,0.00
52273,B,4,4,1,12,0.67,0.00,0.33,0.00,0.00,0.00
52281,B,3,4,2,4,1.00,0.00,0.00,0.00,0.00,0.00
52285,B,1,4,1,2,0.00,1.00,0.00,0.00,0.00,0.00
52643,B,2,4,1,4,0.50,0.50,0.00,0.00,0.00,0.00
52742,B,3,4,1,14,0.71,0.00,0.29,0.00,0.00,0.00
52803,B,2,3,1,4,1.00,0.00,0.00,0.00,0.00,0.00
52873,B,4,4,2,14,0.71,0.00,0.29,0.00,0.00,0.00
52875,B,2,3,1,6,0.00,1.00,0.00,0.00,0.00,0.00
52916,C,1,3,1,2,0.00,1.00,0.00,0.00,0.00,0.00
52951,B,2,3,1,2,1.00,0.00,0.00,0.00,0.00,0.00
53006,B,1,2,2,2,1.00,0.00,0.00,0.00,0.00,0.00
53057,B,4,4,2,12,0.83,0.00,0.17,0.00,0.00,0.00
53105,B,2,4,1,4,0.50,0.50,0.00,0.00,0.00,0.00
53122,A,3,4,1,6,0.33,0.67,0.00,0.00,0.00,0.00
53162,B,1,3,2,4,1.00,0.00,0.00,0.00,0.00,0.00
53201,A,2,4,1,2,0.00,1.00,0.00,0.00,0.00,0.00
53229,B,2,3,1,7,1.00,0.00,0.00,0.00,0.00,0.00
53236,A,1,2,1,2,0.00,1.00,0.00,0.00,0.00,0.00
53255,B,2,4,1,8,0.50,0.25,0.25,0.00,0.00,0.00
53264,A,1,3,1,2,0.00,1.00,0.00,0.00,0.00,0.00
53307,A,1,2,1,2,0.00,1.00,0.00,0.00,0.00,0.00
53353,B,4,4,1,4,0.50,0.50,0.00,0.00,0.00,0.00
53493,B,3,2,1,18,0.67,0.00,0.33,0.00,0.00,0.00
53674,B,3,4,1,4,0.50,0.50,0.00,0.00,0.00,0.00
53705,B,1,3,2,2,1.00,0.00,0.00,0.00,0.00,0.00
53894,B,2,4,1,8,0.50,0.25,0.25,0.00,0.00,0.00
53981,A,4,4,2,6,0.00,1.00,0.00,0.00,0.00,0.00
54044,B,4,5,1,22,0.64,0.00,0.36,0.00,0.00,0.00
54067,A,4,5,1,11,0.64,0.36,0.00,0.00,0.00,0.00
54100,A,3,3,1,10,0.60,0.20,0.20,0.00,0.00,0.00
54104,A,3,4,1,9,0.78,0.22,0.00,0.00,0.00,0.00
54117,B,4,4,1,13,0.69,0.00,0.31,0.00,0.00,0.00
54129,B,3,4,1,17,0.76,0.00,0.24,0.00,0.00,0.00
54134,A,3,4,1,10,0.40,0.60,0.00,0.00,0.00,0.00
54301,B,3,4,1,14,0.57,0.14,0.29,0.00,0.00,0.00
54352,B,4,4,1,4,0.50,0.50,0.00,0.00,0.00,0.00
54401,B,1,3,2,2,1.00,0.00,0.00,0.00,0.00,0.00
54499,B,3,4,1,14,0.71,0.00,0.29,0.00,0.00,0.00
54554,B,4,4,1,4,0.50,0.50,0.00,0.00,0.00,0.00
54667,B,3,4,1,16,0.75,0.00,0.25,0.00,0.00,0.00
56781,B,2,4,1,8,1.00,0.00,0.00,0.00,0.00,0.00
56876,B,3,4,1,11,0.82,0.00,0.18,0.00,0.00,0.00
56941,B,2,4,1,12,0.83,0.00,0.17,0.00,0.00,0.00
56963,B,1,2,2,2,1.00,0.00,0.00,0.00,0.00,0.00
57006,B,1,3,2,2,1.00,0.00,0.00,0.00,0.00,0.00
57052,B,2,4,2,15,0.87,0.00,0.13,0.00,0.00,0.00
57169,A,3,4,1,10,0.60,0.40,0.00,0.00,0.00,0.00
57239,A,3,4,1,10,0.80,0.20,0.00,0.00,0.00,0.00
57303,A,1,4,1,3,0.33,0.67,0.00,0.00,0.00,0.00
57404,B,4,4,1,14,0.86,0.00,0.14,0.00,0.00,0.00
57426,A,5,4,1,8,0.63,0.38,0.00,0.00,0.00,0.00
57441,B,4,5,1,14,0.71,0.00,0.29,0.00,0.00,0.00
57453,B,3,3,2,12,0.83,0.00,0.17,0.00,0.00,0.00
57462,B,3,4,1,5,1.00,0.00,0.00,0.00,0.00,0.00
57470,B,3,4,1,12,0.58,0.25,0.17,0.00,0.00,0.00
57494,B,2,4,1,11,0.82,0.09,0.09,0.00,0.00,0.00
57500,B,1,3,2,4,1.00,0.00,0.00,0.00,0.00,0.00
57503,B,1,2,2,4,1.00,0.00,0.00,0.00,0.00,0.00
57508,B,1,3,2,7,0.71,0.00,0.14,0.14,0.00,0.00
57510,B,2,3,1,7,1.00,0.00,0.00,0.00,0.00,0.00
57514,A,4,4,1,13,0.62,0.23,0.15,0.00,0.00,0.00
57526,B,4,4,1,10,0.80,0.00,0.20,0.00,0.00,0.00
57642,B,3,3,1,6,1.00,0.00,0.00,0.00,0.00,0.00
57651,B,3,4,1,13,0.85,0.00,0.15,0.00,0.00,0.00
57658,A,3,5,1,12,0.58,0.42,0.00,0.00,0.00,0.00
57661,B,3,4,1,13,0.85,0.00,0.15,0.00,0.00,0.00
57714,B,1,3,2,3,1.00,0.00,0.00,0.00,0.00,0.00
57717,B,1,4,2,9,0.78,0.00,0.22,0.00,0.00,0.00
57771,B,2,4,1,12,0.83,0.00,0.17,0.00,0.00,0.00
57777,A,2,4,2,15,0.60,0.13,0.27,0.00,0.00,0.00
57790,B,4,4,1,12,0.50,0.17,0.33,0.00,0.00,0.00
57806,B,2,3,2,9,1.00,0.00,0.00,0.00,0.00,0.00
57823,B,3,3,2,8,0.88,0.00,0.00,0.00,0.13,0.00
57825,A,4,4,1,6,0.00,1.00,0.00,0.00,0.00,0.00
57834,A,4,4,1,9,0.78,0.22,0.00,0.00,0.00,0.00
57897,B,3,4,1,10,1.00,0.00,0.00,0.00,0.00,0.00
57898,B,3,4,1,9,0.78,0.00,0.22,0.00,0.00,0.00
57903,B,2,4,1,16,0.75,0.00,0.25,0.00,0.00,0.00
57905,B,2,3,2,11,0.82,0.00,0.18,0.00,0.00,0.00
57909,B,2,5,2,14,0.64,0.00,0.29,0.07,0.00,0.00
57913,B,4,5,1,10,0.80,0.00,0.10,0.10,0.00,0.00
57916,B,4,5,1,10,0.50,0.50,0.00,0.00,0.00,0.00
57918,B,1,3,1,8,0.75,0.00,0.25,0.00,0.00,0.00
57920,B,2,4,1,4,1.00,0.00,0.00,0.00,0.00,0.00
57925,B,1,4,2,9,0.56,0.00,0.44,0.00,0.00,0.00
57927,B,3,4,1,12,0.83,0.00,0.17,0.00,0.00,0.00
57931,B,3,4,2,25,0.48,0.00,0.52,0.00,0.00,0.00
57933,B,1,3,2,9,0.44,0.00,0.56,0.00,0.00,0.00
57935,B,1,3,1,4,0.00,1.00,0.00,0.00,0.00,0.00
57938,B,4,5,1,24,0.50,0.00,0.50,0.00,0.00,0.00
57940,B,4,4,1,4,0.50,0.50,0.00,0.00,0.00,0.00
57945,B,4,4,1,4,0.50,0.50,0.00,0.00,0.00,0.00
57947,B,3,4,2,4,0.50,0.50,0.00,0.00,0.00,0.00
57949,A,3,4,1,10,0.80,0.20,0.00,0.00,0.00,0.00
57953,B,4,4,1,8,0.75,0.25,0.00,0.00,0.00,0.00
57975,B,2,4,1,4,1.00,0.00,0.00,0.00,0.00,0.00
57996,B,1,3,1,6,0.67,0.00,0.33,0.00,0.00,0.00
58018,B,3,3,1,6,0.67,0.00,0.33,0.00,0.00,0.00
58027,B,2,4,1,4,1.00,0.00,0.00,0.00,0.00,0.00
58046,B,3,3,1,5,0.80,0.00,0.20,0.00,0.00,0.00
58071,B,2,4,1,12,0.67,0.00,0.33,0.00,0.00,0.00
58083,B,2,3,1,4,1.00,0.00,0.00,0.00,0.00,0.00
58096,B,3,3,1,6,0.67,0.00,0.33,0.00,0.00,0.00
58109,B,1,2,2,6,0.67,0.00,0.33,0.00,0.00,0.00
58115,B,1,3,1,2,1.00,0.00,0.00,0.00,0.00,0.00
58192,B,2,4,1,4,0.00,1.00,0.00,0.00,0.00,0.00
58326,B,1,3,2,6,0.67,0.00,0.33,0.00,0.00,0.00
58380,B,1,3,1,6,0.67,0.00,0.33,0.00,0.00,0.00
58475,B,1,2,2,6,0.67,0.00,0.33,0.00,0.00,0.00
58629,B,1,3,2,6,0.67,0.00,0.33,0.00,0.00,0.00
58677,B,2,3,1,4,1.00,0.00,0.00,0.00,0.00,0.00
58711,B,1,3,2,6,0.67,0.00,0.33,0.00,0.00,0.00
58837,B,2,3,1,4,1.00,0.00,0.00,0.00,0.00,0.00
59048,B,3,4,1,2,0.00,0.00,0.00,0.00,0.00,1.00
59183,B,2,4,1,10,0.60,0.00,0.40,0.00,0.00,0.00
59249,B,1,2,1,2,0.50,0.00,0.50,0.00,0.00,0.00
59268,B,3,4,1,11,0.55,0.18,0.27,0.00,0.00,0.00
59304,B,4,4,1,8,0.50,0.25,0.25,0.00,0.00,0.00
59347,A,4,4,1,9,0.56,0.22,0.22,0.00,0.00,0.00
60644,B,2,3,2,2,0.00,0.00,0.00,0.00,1.00,0.00
60770,B,1,3,2,17,0.47,0.00,0.53,0.00,0.00,0.00
60866,C,2,2,1,16,0.50,0.00,0.50,0.00,0.00,0.00
60985,C,1,1,2,8,0.75,0.00,0.25,0.00,0.00,0.00
61010,C,4,2,2,10,0.80,0.00,0.20,0.00,0.00,0.00
61020,C,1,1,2,6,0.67,0.00,0.33,0.00,0.00,0.00
61059,C,1,1,2,6,0.67,0.00,0.33,0.00,0.00,0.00
61103,C,1,2,2,6,0.67,0.00,0.33,0.00,0.00,0.00
61129,C,1,3,2,4,0.75,0.00,0.25,0.00,0.00,0.00
61149,C,1,3,2,6,0.67,0.00,0.33,0.00,0.00,0.00
61173,C,1,4,2,6,0.67,0.00,0.33,0.00,0.00,0.00
61220,B,2,3,2,11,0.45,0.18,0.36,0.00,0.00,0.00
61253,A,2,1,2,9,0.78,0.00,0.22,0.00,0.00,0.00
61413,C,1,5,1,5,0.00,1.00,0.00,0.00,0.00,0.00
61494,A,1,1,2,8,0.50,0.00,0.50,0.00,0.00,0.00
61529,A,2,4,2,4,1.00,0.00,0.00,0.00,0.00,0.00
61565,B,2,2,1,4,0.00,0.50,0.00,0.50,0.00,0.00
61600,A,1,1,2,6,0.67,0.00,0.33,0.00,0.00,0.00
61668,A,2,4,1,10,0.40,0.00,0.60,0.00,0.00,0.00
61715,B,3,4,1,6,0.33,0.33,0.00,0.33,0.00,0.00
61728,A,1,1,2,2,1.00,0.00,0.00,0.00,0.00,0.00
62026,A,3,5,1,9,0.44,0.22,0.33,0.00,0.00,0.00
62077,A,1,1,2,10,0.40,0.10,0.50,0.00,0.00,0.00
62153,A,4,4,1,20,0.40,0.00,0.60,0.00,0.00,0.00
62186,A,3,4,1,3,1.00,0.00,0.00,0.00,0.00,0.00
62226,A,1,1,2,8,0.75,0.00,0.25,0.00,0.00,0.00
62269,B,3,4,1,8,0.75,0.25,0.00,0.00,0.00,0.00
62330,A,3,4,2,8,0.75,0.00,0.25,0.00,0.00,0.00
62368,A,2,3,1,4,0.00,1.00,0.00,0.00,0.00,0.00
62404,A,2,1,1,4,1.00,0.00,0.00,0.00,0.00,0.00
62456,B,3,4,1,10,0.60,0.00,0.40,0.00,0.00,0.00
64660,B,3,4,2,7,1.00,0.00,0.00,0.00,0.00,0.00
64734,B,2,2,1,2,1.00,0.00,0.00,0.00,0.00,0.00
65070,B,3,5,1,26,0.54,0.00,0.42,0.04,0.00,0.00
65744,B,3,5,2,12,0.50,0.00,0.50,0.00,0.00,0.00
65804,B,3,4,2,6,0.67,0.00,0.33,0.00,0.00,0.00
65880,B,2,1,2,2,1.00,0.00,0.00,0.00,0.00,0.00
65975,B,4,5,1,14,0.57,0.07,0.36,0.00,0.00,0.00
66040,B,4,4,1,12,0.33,0.33,0.33,0.00,0.00,0.00
66283,B,4,5,1,12,0.92,0.00,0.08,0.00,0.00,0.00
66302,B,3,4,2,10,0.80,0.00,0.20,0.00,0.00,0.00
66580,B,1,1,2,10,0.60,0.00,0.40,0.00,0.00,0.00
66584,B,4,5,1,10,0.70,0.30,0.00,0.00,0.00,0.00
66599,B,2,2,2,10,0.40,0.00,0.60,0.00,0.00,0.00
66672,B,1,2,2,2,1.00,0.00,0.00,0.00,0.00,0.00
66741,B,4,5,2,15,0.27,0.00,0.27,0.13,0.33,0.00
66879,B,4,5,1,18,0.67,0.00,0.33,0.00,0.00,0.00
66976,B,3,5,1,6,0.67,0.33,0.00,0.00,0.00,0.00
67091,B,1,1,2,6,0.67,0.00,0.33,0.00,0.00,0.00
68575,B,4,5,1,8,0.75,0.00,0.25,0.00,0.00,0.00
68845,B,4,3,1,12,0.50,0.00,0.50,0.00,0.00,0.00
69630,B,4,4,1,17,0.76,0.00,0.24,0.00,0.00,0.00
69642,B,5,4,1,25,0.76,0.00,0.24,0.00,0.00,0.00
69707,B,4,3,1,12,0.83,0.00,0.17,0.00,0.00,0.00
69710,B,4,4,1,22,0.73,0.00,0.27,0.00,0.00,0.00
69726,A,4,4,1,20,0.40,0.20,0.40,0.00,0.00,0.00
69739,A,4,4,1,16,0.56,0.13,0.13,0.00,0.19,0.00
69758,A,4,4,1,16,0.38,0.44,0.19,0.00,0.00,0.00
69771,C,4,4,1,25,0.68,0.00,0.32,0.00,0.00,0.00
69778,B,4,5,1,16,0.56,0.25,0.19,0.00,0.00,0.00
69790,B,4,5,1,18,0.61,0.28,0.11,0.00,0.00,0.00
69828,C,4,4,2,7,1.00,0.00,0.00,0.00,0.00,0.00
69842,C,4,5,1,16,0.75,0.00,0.25,0.00,0.00,0.00
69843,A,4,5,1,11,0.36,0.45,0.00,0.18,0.00,0.00
69863,B,4,5,1,22,0.59,0.09,0.27,0.05,0.00,0.00
69881,B,4,4,1,14,0.57,0.14,0.29,0.00,0.00,0.00
69893,B,4,3,1,30,0.50,0.17,0.33,0.00,0.00,0.00
69910,C,4,5,1,14,0.71,0.00,0.29,0.00,0.00,0.00
69923,C,4,4,1,17,0.88,0.00,0.12,0.00,0.00,0.00
